ClientID,ClientName,ClientStartDate,InvoiceMonth,ServiceTier_Contract,ServerCount_Contract,ServerCount_Actual_Avg,SupportTicketCount,BilledAmount_INR
CL-73992,Batta and Sons,2017-08-12,2021-08-01,Pro,28,29,,230588.7
CL-37188,Rege PLC,2020-02-18,2022-02-01,Basic,13,13,6.0,50970.71
CL-75439,"Pillay, Khare and Goda",2020-07-08,2025-09-01,Basic,8,8,0.0,31962.62
CL-29312,Grover Ltd,2022-07-26,2023-06-01,Enterprise,94,99,5.0,1466412.07
CL-79605,"Gole,V arughese and Nadkarni",2016-10-29,2018-06-01,Pro ,18,19,,153353.18
CL-17047,Parekh-Kari,2015-11-12,2019-12-01,Basic,11,9,,35338.56
CL-40270,Lall-Nadig,2016-11-21,2017-08-01,Basic,10,10,,39627.22
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2017-10-01,Basic,8,8,,32235.21
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2021-04-01,Pro,27,26,,210437.74
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2020-12-01,Pro,29,25,,198040.41
CL-76329,Tiwari LLC,2017-10-19,2025-07-01,Basic,6,6,1.0,24004.84
CL-93176,Batra-Samra,2014-11-26,2016-05-01,Basic,15,14,,56721.85
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2020-09-01,Basic,5,5,,19631.4
CL-59245,Siabl-Brahmbhatt,2018-08-24,2022-10-01,Pro ,34,36,3.0,283317.51
CL-67266,Mannan-Vig,2020-12-12,2023-06-01,Basic,10,10,2.0,40383.85
CL-25169,Kakar Group,2016-09-28,2019-09-01,Basic,11,11,,44028.04
CL-75439,"Pillay, Khare and Goda",2020-07-08,2023-03-01,Basic,8,9,0.0,36262.94
CL-17047,Parekh-Kari,2015-11-12,2018-06-01,Basic,11,12,,48293.27
CL-10868,Patel Inc,2015-11-19,2020-08-01,Pro,37,38,,308226.37
CL-32944,"Dhillon, Walla and Narayanan",2023-07-21,2025-07-01,Enterprise,88,88,4.0,1297349.79
CL-14568,Sem Group,2020-01-30,2023-12-01,Basic,11,10,0.0,40273.75
CL-24168,Iyengar Group,2017-03-31,2020-11-01,Pro,26,27,,215608.47
CL-61312,Comar-Sandal,2014-03-29,2017-05-01,Pro,35,34,,266751.26
CL-44393,Gandhi-Saini,2024-11-04,2025-02-01,Pro,17,18,1.0,145508.44
CL-36429,Kothari-Contractor,2015-11-05,2016-02-01,Basic,5,5,,20293.41
CL-17957,"Palla, Roy and Taneja",2016-12-28,2017-01-01,Pro,20,18,,142658.99
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2018-05-01,Pro,29,29,,231463.44
CL-55480,Mistry-Kumar,2021-04-12,2023-11-01,Pro,32,32,2.0,256092.49
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2019-09-01,Pro,27,28,,221537.14
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2023-01-01,Basic,13,12,1.0,47565.18
CL-73992,Batta and Sons,2017-08-12,2024-12-01,Pro,28,26,1.0,211223.89
CL-91913,"Datta, Mishra and Kala",2015-02-26,2017-01-01,Basic,10,9,,36516.87
CL-76898,"Upadhyay, Dave and Ravi",2018-12-05,2022-06-01,Basic,11,11,1.0,44130.11
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2023-09-01,Basic,5,5,0.0,20105.9
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2023-12-01,Basic,8,7,1.0,27470.0
CL-25427,Soni-Chakrabarti,2018-08-18,2023-07-01,Pro,22,22,1.0,172891.84
CL-17047,Parekh-Kari,2015-11-12,2015-12-01,Basic,11,10,,39904.66
CL-76898,"Upadhyay, Dave and Ravi",2018-12-05,2019-04-01,Basic,11,11,,43970.18
CL-84661,Chana Group,2014-10-18,2019-08-01,Basic,8,8,,32291.62
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2024-11-01,Basic,7,7,0.0,27663.92
CL-91761,Rai-Sinha,2020-11-08,2025-03-01,Basic,15,15,1.0,61160.52
CL-64587,"Bhakta, Deshmukh and Lata",2017-04-04,2022-06-01,Basic,11,12,1.0,47611.68
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2022-12-01,Pro,29,26,1.0,206139.15
CL-24568,Ramaswamy-Thakur,2018-09-19,2022-01-01,Basic,11,9,4.0,35755.55
CL-77504,Dugar-Dewan,2021-07-07,2022-07-01,Enterprise,54,52,3.0,788296.52
CL-58664,Tella-Dara,2018-05-19,2023-04-01,Pro,34,33,5.0,262594.35
CL-73321,Chandran-Chopra,2021-08-08,2021-09-01,Pro,39,43,,345996.11
CL-24168,Iyengar Group,2017-03-31,2024-07-01,Pro,26,27,4.0,215767.66
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2021-04-01,Basic,5,5,,20224.71
CL-64492,Om Group,2019-01-19,2021-04-01,Pro,19,19,,154090.13
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2025-02-01,Enterprise,76,74,5.0,1099399.4
CL-64587,"Bhakta, Deshmukh and Lata",2017-04-04,2021-04-01,Basic,11,11,,43463.55
CL-25169,Kakar Group,2016-09-28,2024-06-01,Basic,11,12,1.0,47534.1
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2018-08-01,Enterprise,55,54,,806826.88
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2021-11-01,Pro,27,27,1.0,220316.43
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2022-02-01,Basic,5,5,0.0,20099.34
CL-96503,Sundaram PLC,2019-01-17,2022-09-01,Enterprise,63,67,8.0,1001562.18
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2020-06-01,Basic,12,13,,51806.42
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2024-04-01,Basic,11,11,1.0,44443.93
CL-72092,Choudhry-Mahal,2021-03-11,2021-10-01,Pro,39,40,2.0,322208.38
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2020-04-01,Pro,29,28,,226175.73
CL-25427,Soni-Chakrabarti,2018-08-18,2024-03-01,Pro,22,23,1.0,184258.4
CL-96503,Sundaram PLC,2019-01-17,2023-12-01,Enterprise,63,59,3.0,899071.41
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2018-03-01,Basic,9,9,,36156.81
CL-51532,Kadakia and Sons,2016-11-21,2023-01-01,Basic,13,12,1.0,48560.41
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2018-01-01,Basic,8,8,,31871.93
CL-59245,Sibal-Brahmbhatt,2018-08-24,2023-09-01,Pro,34,35,2.0,276191.79
CL-76329,Tiwari LLC,2017-10-19,2019-07-01,Basic,6,6,,23695.99
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2023-06-01,Pro,25,25,1.0,201464.05
CL-51532,Kadakia and Sons,2016-11-21,2025-02-01,Basic,13,13,1.0,51343.23
CL-24885,"Sawhney, Kale and Gala",2024-09-14,2025-04-01,Basic,15,15,1.0,60050.22
CL-22205,Boase-Vohra,2016-06-15,2016-08-01,Enterprise,91,87,,1282492.18
CL-46220,Kar-Chandran,2022-08-29,2022-10-01,Basic,11,11,6.0,43919.37
CL-84275,Sathe PLC,2023-07-01,2024-03-01,Basic,6,7,0.0,28481.9
CL-95937,"Rege, Zachariah and Nadig",2023-09-12,2025-03-01,Basic,11,12,1.0,47513.35
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2021-02-01,Basic,13,13,,51888.65
CL-64897,"Narang, Doshi and Pillay",2016-04-18,2018-03-01,Enterprise,63,66,,1009162.5
CL-57523,Bava-Khare,2021-12-29,2024-08-01,Basic,12,12,1.0,47948.21
CL-99845,Chadha-Patel,2015-12-09,2017-11-01,Basic,13,13,,52630.43
CL-22205,Boase-Vohra,2016-06-15,2025-02-01,Enterprise,91,95,5.0,1415592.52
CL-93176,Batra-Samra,2014-11-26,2022-07-01,Basic,15,14,3.0,55919.65
CL-93176,Batra-Samra,2014-11-26,2023-12-01,Basic,15,13,1.0,52942.45
CL-72280,Nazareth Group,2021-12-23,2024-10-01,Pro,26,25,1.0,196485.85
CL-68853,Khurana Group,2021-04-27,2022-01-01,Basic,12,10,2.0,40629.55
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2020-10-01,Pro,18,18,,146701.87
CL-64492,Om Group,2019-01-19,2020-06-01,Pro,19,21,,165524.35
CL-93176,Batra-Samra,2014-11-26,2024-04-01,Basic,15,15,1.0,59223.74
CL-42668,"Sangha, Zacharia and Mitra",2018-11-01,2023-12-01,Basic,8,7,0.0,28331.18
CL-51532,Kadakia and Sons,2016-11-21,2017-02-01,Basic,13,12,,48870.94
CL-36010,"Agate, Deshpande and Kurian",2022-07-23,2022-08-01,Enterprise,69,70,4.0,1061050.98
CL-20694,Bumb Ltd,2016-08-29,2018-06-01,Pro,17,19,,149563.54
CL-67266,Mannan-Vig,2020-12-12,2025-06-01,Basic,10,10,0.0,40396.32
CL-40794,Kamdar LLC,2018-01-05,2021-02-01,Pro,18,18,,144526.86
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2025-07-01,Basic,7,7,0.0,27577.65
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2021-09-01,Pro,18,20,,163171.91
CL-59245,Sibal-Brahmbhatt,2018-08-24,2020-02-01,Pro,34,35,,283679.67
CL-43739,Khosla-Dara,2016-07-13,2018-04-01,Pro,23,23,,185859.24
CL-76329,Tiwari LLC,2017-10-19,2021-06-01,Basic,6,7,,27643.79
CL-92628,Palan-Jani,2015-11-18,2018-09-01,Pro,19,20,,157304.8
CL-64587,"Bhakta, Deshmukh and Lata",2017-04-04,2023-02-01,Basic,11,11,3.0,43377.84
CL-75182,Venkatesh-Kala,2020-07-08,2023-09-01,Pro,23,24,4.0,194346.36
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2019-01-01,Basic,5,4,,15849.62
CL-10606,Ramachandran-Panchal,2018-06-22,2024-08-01,Pro,40,41,2.0,324169.94
CL-58467,Bali-Acharya,2022-03-28,2025-03-01,Pro,30,30,4.0,241032.84
CL-96503,Sundaram PLC,2019-01-17,2020-10-01,Enterprise,63,61,,897560.17
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2016-12-01,Basic,12,11,,43206.05
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2017-12-01,Pro,38,35,,282812.33
CL-24337,Vig-Sangha,2016-10-13,2024-12-01,Pro,32,29,3.0,229891.78
CL-37071,Atwal and Sons,2016-11-03,2021-12-01,Basic,7,6,0.0,23782.1
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2025-09-01,Basic,12,12,1.0,48114.02
CL-37114,"Gola, Issac and Iyengar",2017-04-28,2023-06-01,Basic,12,13,1.0,51806.25
CL-64897,"Narang, Doshi and Pilaly",2016-04-18,2021-03-01,enterprise,63,67,,1005742.1
CL-71516,"Raja, Jhaveri and Ramakrishnan",2019-11-15,2023-03-01,Basic,13,14,1.0,55679.62
CL-72280,Nazareth Group,2021-12-23,2023-10-01,Pro,26,26,1.0,206780.89
CL-41706,"Manne, Verma and Gour",2015-12-28,2025-03-01,Pro,31,33,2.0,266120.18
CL-40503,"Ghosh, Hans and Patil",2022-02-12,2024-08-01,Basic,14,15,3.0,59421.31
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2016-12-01,Pro,19,18,,145422.84
CL-71617,Chacko Ltd,2013-09-29,2013-12-01,Basic,9,8,,32606.06
CL-95027,Rao-Chand,2015-05-18,2015-08-01,Basic,12,12,,48232.22
CL-84463,Manne-Pradhan,2021-05-21,2023-11-01,Pro,31,30,3.0,240916.96
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2021-05-01,Basic,6,6,,24390.1
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2019-01-01,Pro,18,16,,128925.65
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2017-05-01,Basic,7,7,,27663.66
CL-36889,Sarraf Ltd,2016-10-18,2018-05-01,Pro,21,21,,167058.44
CL-64897,"Narang, Doshi and Pillay",2016-04-18,2021-05-01,Enterprise,63,63,,953023.11
CL-58503,Ghose-Shah,2019-05-24,2024-08-01,Pro,33,34,2.0,266905.03
CL-40503,"Ghosh, Hans and Patil",2022-02-12,2023-03-01,Basic,14,15,5.0,60960.24
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2020-03-01,Enterprise,76,79,,1172785.56
CL-17047,Parekh-Kari,2015-11-12,2024-07-01,Basic,11,11,2.0,43529.48
CL-93176,Batra-Samra,2014-11-26,2019-05-01,Basic,15,14,,57025.89
CL-36889,Sarraf Ltd,2016-10-18,2021-02-01,Pro,21,21,,167398.91
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2020-06-01,Basic,13,14,,55416.27
CL-39250,"Chandra, Wali and Goel",2020-07-13,2022-12-01,Basic,6,5,1.0,20385.59
CL-71617,Chacko Ltd,2013-09-29,2024-01-01,Basic,9,8,0.0,31679.81
CL-61312,Comar-Sandal,2014-03-29,2020-03-01,Pro,35,37,,294093.15
CL-41706,"Manne, Verma and Gour",2015-12-28,2025-05-01,Pro,31,30,3.0,241960.2
CL-61312,Comar-Sandal,2014-03-29,2017-08-01,Pro,35,34,,266675.37
CL-98268,Bhavsar-Chaudhari,2019-01-29,2023-07-01,Pro,20,20,2.0,162663.91
CL-17047,Parekh-Kari,2015-11-12,2020-03-01,Basic,11,12,,47529.97
CL-42668,"Sangha, Zacharia and Mitra",2018-11-01,2022-05-01,Basic,8,8,0.0,32010.42
CL-73992,Batta and Sons,2017-08-12,2018-12-01,Pro,28,26,,207874.22
CL-73851,Atwal-Ravi,2015-04-29,2020-03-01,Enterprise,93,95,,1441211.15
CL-25169,Kakar Group,2016-09-28,2018-02-01,Basic,11,11,,43355.1
CL-40794,Kamdar LLC,2018-01-05,2019-11-01,Pro,18,19,,152347.45
CL-77568,Atwal LLC,2017-10-21,2020-10-01,Basic,11,11,,43140.57
CL-47213,Srinivas-Subramanian,2014-02-01,2018-12-01,Enterprise,92,81,,1238726.74
CL-72092,Choudhry-Mahal,2021-03-11,2021-09-01,Pro,39,40,,322715.95
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2022-08-01,Pro,21,20,1.0,159152.65
CL-85839,Kapadia and Sons,2019-09-25,2024-08-01,Basic,8,8,0.0,32604.31
CL-84463,Manne-Pradhan,2021-05-21,2024-02-01,Pro,31,33,2.0,268298.12
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2018-03-01,Basic,11,12,,48664.55
CL-73321,Chandran-Chopra,2021-08-08,2022-03-01,Pro,39,42,2.0,332305.03
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2025-02-01,Basic,9,9,0.0,36062.4
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2017-05-01,Pro,27,27,,220217.3
CL-61833,"Rattan, Subramanian and Pandya",2016-11-03,2020-04-01,Basic,15,15,,61180.66
CL-55480,Mistry-Kumar,2021-04-12,2025-04-01,Pro,32,31,2.0,246796.97
CL-31522,"Ramesh, Prashad and Mallick",2017-09-09,2022-07-01,Basic,11,11,3.0,44145.92
CL-81912,Chaudhary PLC,2021-02-01,2024-08-01,Basic,13,13,1.0,51083.55
CL-27613,Jayaraman and Sons,2024-12-16,2025-04-01,Enterprise,54,52,3.0,769455.78
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2021-10-01,Pro,17,16,1.0,125481.3
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2018-10-01,Basic,6,6,,24242.12
CL-85839,Kapadia and Sons,2019-09-25,2022-06-01,Basic,8,9,1.0,35601.64
CL-93176,Batra-Samra,2014-11-26,2017-04-01,Basic,15,16,,65099.17
CL-10606,Ramachandran-Panchal,2018-06-22,2024-09-01,Pro,40,43,2.0,340796.77
CL-36889,Sarraf Ltd,2016-10-18,2024-11-01,Pro,21,21,2.0,171075.14
CL-80376,Kari and Sons,2016-01-02,2025-05-01,Basic,12,12,5.0,47105.38
CL-95027,Rao-Chand,2015-05-18,2023-05-01,Basic,12,12,1.0,47210.24
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2021-06-01,Pro,27,28,,225125.25
CL-97964,Kapoor Inc,2015-11-09,2021-12-01,Pro,35,33,3.0,268276.08
CL-80376,Kari and Sons,2016-01-02,2017-08-01,Basic,12,12,,48658.68
CL-93176,Batra-Samra,2014-11-26,2023-09-01,Basic,15,15,1.0,59872.8
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2021-10-01,Basic,6,6,0.0,23592.73
CL-79605,"Gole, Varughese and Nadkarni",2016-10-29,2018-08-01,Pro,18,18,,146652.69
CL-62756,"Sunder, Sarna and Cheema",2020-07-16,2022-09-01,Basic,15,16,2.0,64379.66
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2019-04-01,Enterprise,76,78,,1175964.83
CL-57523,Bava-Khare,2021-12-29,2022-04-01,Basic,12,12,1.0,48486.52
CL-62756,"Sunder, Sarna and Cheema",2020-07-16,2022-04-01,Basic,15,15,2.0,60834.08
CL-71617,Chacko Ltd,2013-09-29,2024-02-01,Basic,9,9,0.0,35782.87
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2017-08-01,Basic,11,11,,44402.64
CL-59713,More-Bhandari,2014-01-20,2018-06-01,Enterprise,48,50,,741782.17
CL-72092,Choudhry-Mahal,2021-03-11,2022-02-01,Pro,39,38,2.0,301568.01
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2021-12-01,Basic,9,8,2.0,31652.26
CL-84661,Chana Group,2014-10-18,2025-07-01,Basic,8,8,1.0,31830.28
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2024-01-01,Basic,5,4,0.0,15743.08
CL-61312,Comar-Sandal,2014-03-29,2021-02-01,Pro,35,34,,274199.32
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2021-07-01,Pro,29,30,,243065.34
CL-61312,Comar-Sandal,2014-03-29,2019-07-01,Pro,35,34,,270315.24
CL-72092,Choudhry-Mahal,2021-03-11,2022-06-01,Pro,39,40,2.0,319950.53
CL-47356,Tank Ltd,2017-01-03,2025-03-01,Basic,10,10,0.0,40377.82
CL-47213,Srinivas-Subramanian,2014-02-01,2021-06-01,Enterprise,92,98,,1478776.23
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2022-01-01,Basic,7,7,1.0,28532.72
CL-77568,Atwal LLC,2017-10-21,2020-04-01,Basic,11,11,,43591.74
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2016-02-01,Basic,8,8,,31498.63
CL-20694,Bumb Ltd,2016-08-29,2025-06-01,Pro,17,18,1.0,145535.91
CL-58664,Tella-Dara,2018-05-19,2019-02-01,Pro,34,34,,276856.16
CL-32462,"Mitter, Sen and Madan",2021-04-30,2023-02-01,Basic,12,13,1.0,52282.46
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2024-02-01,Pro,17,17,3.0,136999.19
CL-96503,Sundaram PLC,2019-01-17,2024-08-01,Enterprise,63,62,3.0,941403.44
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2023-05-01,Enterprise,76,76,5.0,1162406.78
CL-17957,"Palla, Roy and Taneja",2016-12-28,2021-04-01,Pro,20,20,,158841.58
CL-59713,More-Bhandari,2014-01-20,2021-08-01,Enterprise,48,48,,712101.5
CL-97751,"Sura, Gara and Warrior",2021-03-31,2023-07-01,Basic,9,9,2.0,36329.79
CL-97751,"Sura, Gara and Warrior",2021-03-31,2025-01-01,Basic,9,8,4.0,31710.31
CL-66584,Bhasin-Rastogi,2022-05-01,2024-05-01,Enterprise,86,82,4.0,1239492.39
CL-40503,"Ghosh, Hans and Patil",2022-02-12,2024-04-01,Basic,14,14,2.0,56239.26
CL-51519,"Gill, Anne and Jaggi",2020-10-07,2022-06-01,Pro,18,18,3.0,141483.42
CL-84661,Chana Group,2014-10-18,2015-04-01,Basic,8,8,,31438.52
CL-30320,Radhakrishnan-Edwin,2024-08-15,2025-06-01,Basic,15,16,2.0,64149.93
CL-98268,Bhavsar-Chaudhari,2019-01-29,2025-01-01,Pro,20,18,1.0,142120.51
CL-43739,Khosla-Dara,2016-07-13,2022-03-01,Pro,23,24,1.0,191871.05
CL-93176,Batra-Samra,2014-11-26,2020-05-01,Basic,15,15,,60591.35
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2018-03-01,Pro,29,31,,244475.77
CL-71617,Chacok Ltd,2013-09-29,2021-12-01,Basic ,9,8,0.0,32339.5
CL-61833,"Rattan, Subramanian and Pandya",2016-11-03,2018-06-01,Basic,15,15,,58893.86
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2024-09-01,Basic,13,14,1.0,55320.28
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2020-10-01,Enterprise,55,57,,861202.76
CL-40503,"Ghosh, Hans and Patil",2022-02-12,2022-07-01,Basic,14,14,5.0,56482.2
CL-37071,Atwal and Sons,2016-11-03,2020-03-01,Basic,7,7,,28172.36
CL-40794,Kamdar LLC,2018-01-05,2024-12-01,Pro,18,16,1.0,125485.82
CL-56763,Chacko-Chokshi,2018-06-17,2024-01-01,Basic,13,12,1.0,47587.43
CL-98268,Bhavsar-Chaudhari,2019-01-29,2020-01-01,Pro,20,19,,149952.62
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2025-04-01,Basic,6,6,0.0,24083.28
CL-47356,Tank Ltd,2017-01-03,2020-07-01,Basic,10,10,,40757.36
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2019-09-01,Pro,29,32,,251983.41
CL-40270,Lall-Nadig,2016-11-21,2024-02-01,Basic,10,10,0.0,39781.8
CL-84661,Chana Group,2014-10-18,2025-05-01,Basic,8,8,0.0,31538.2
CL-19522,"Gera, Char and Raj",2016-03-13,2021-11-01,Pro,38,39,2.0,308962.87
CL-25427,Soni-Chakrabarti,2018-08-18,2018-11-01,Pro,22,23,,184875.03
CL-97964,Kapoor Inc,2015-11-09,2024-02-01,Pro,35,35,2.0,283334.96
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2020-09-01,Basic,8,9,,35970.56
CL-86633,Sahota-Sandhu,2022-07-09,2023-08-01,Basic,11,11,1.0,43757.02
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2019-02-01,Basic,7,7,,27697.41
CL-32462,"Mitter, Sen and Madan",2021-04-30,2022-05-01,Basic,12,12,4.0,47458.18
CL-32462,"Mitter, Sen and Madan",2021-04-30,2022-08-01,Basic,12,12,3.0,47177.15
CL-91761,Rai-Sinha,2020-11-08,2025-07-01,Basic,15,15,1.0,58855.26
CL-75439,"Pillay, Khare and Goda",2020-07-08,2021-09-01,Basic,8,8,,32554.17
CL-10868,Patel Inc,2015-11-19,2024-02-01,Pro,37,37,2.0,295894.77
CL-92628,Palan-Jani,2015-11-18,2018-10-01,Pro,19,19,,153186.15
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2015-05-01,Basic,8,8,,32360.77
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2016-09-01,Basic,9,9,,36540.61
CL-75925,Jhaveri-Bera,2019-02-04,2024-03-01,Basic,12,13,1.0,51007.25
CL-10868,Patel Inc,2015-11-19,2024-03-01,Pro,37,39,3.0,309660.89
CL-95937,"Rege, Zachariah and Nadig",2023-09-12,2024-01-01,Basic,11,10,0.0,40627.27
CL-81288,Khare-Oak,2023-03-26,2025-05-01,Basic,12,13,2.0,51125.25
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2021-05-01,Basic,7,7,,27775.81
CL-42668,"Sangha, Zacharia and Mitra",2018-11-01,2019-06-01,Basic,8,8,,31383.29
CL-72280,Nazareth Group,2021-12-23,2022-02-01,Pro,26,26,2.0,208187.58
CL-56763,Chacko-Choskhi,2018-06-17,2022-03-01,basic,13,14,3.0,55555.36
CL-36551,Kumer-Ganesan,2018-09-30,2023-06-01,Pro,34,34,2.0,276508.18
CL-76898,"Uapdhyay, Dave and Ravi",2018-12-05,2022-04-01,Basic ,11,11,4.0,43963.83
CL-59245,Sibal-Brahmbhatt,2018-08-24,2020-06-01,Pro,34,37,,300761.22
CL-67069,Hari-Gara,2023-09-25,2025-07-01,Basic,9,9,3.0,36468.55
CL-86840,Manda Ltd,2023-03-16,2025-03-01,Pro,22,23,6.0,180590.04
CL-13933,Deshmukh LLC,2023-12-02,2025-08-01,Basic,13,12,1.0,48121.69
CL-98268,Bhavsar-Chaudhari,2019-01-29,2025-07-01,Pro,20,20,1.0,161159.82
CL-37114,"Gola, Issac and Iyengar",2017-04-28,2022-10-01,Basic,12,12,1.0,47149.23
CL-96503,Sundaram PLC,2019-01-17,2025-05-01,Enterprise,63,65,4.0,979555.17
CL-25169,Kakar Group,2016-09-28,2024-04-01,Basic,11,11,1.0,43341.59
CL-14568,Sem Group,2020-01-30,2022-05-01,Basic,11,11,1.0,44341.79
CL-67457,Barman Group,2024-08-07,2025-04-01,Pro,35,35,3.0,276186.1
CL-64492,Om Group,2019-01-19,2025-07-01,Pro,19,20,3.0,162237.41
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2019-07-01,Basic,5,5,,19705.14
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2019-04-01,Basic,6,6,,23820.67
CL-77568,Atwal LLC,2017-10-21,2019-03-01,Basic,11,12,,47953.24
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2018-01-01,Basic,13,12,,48735.13
CL-71617,Chacko Ltd,2013-09-29,2020-05-01,Basic,9,9,,36130.48
CL-47213,Srinivas-Subramanian,2014-02-01,2023-04-01,Enterprise,92,90,4.0,1326705.81
CL-47356,Tank Ltd,2017-01-03,2023-01-01,Basic,10,9,0.0,36395.79
CL-64587,"Bhakta, Deshmukh and Lata",2017-04-04,2019-02-01,Basic,11,11,,44730.96
CL-56763,Chacko-Chokshi,2018-06-17,2021-02-01,Basic,13,13,,52567.13
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2017-01-01,Basic,8,7,,28442.23
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2017-03-01,Basic,8,8,,31411.2
CL-43739,Khosla-Dara,2016-07-13,2022-06-01,Pro,23,25,5.0,200410.94
CL-74628,Batra-Acharya,2021-02-09,2025-01-01,Basic,6,5,0.0,20030.27
CL-98268,Bhavsar-Chaudhari,2019-01-29,2024-06-01,Pro,20,21,1.0,168079.27
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2018-10-01,Basic,5,5,,20001.67
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2016-05-01,Pro,19,20,,158937.37
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2023-09-01,Pro,21,22,1.0,173465.76
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2015-03-01,Pro,29,31,,243960.56
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2023-02-01,Pro,28,28,2.0,219832.61
CL-99845,Chadha-Patel,2015-12-09,2021-06-01,Basic,13,14,,56474.4
CL-91761,Rai-Sinha,2020-11-08,2020-12-01,Basic,15,13,,51825.89
CL-76329,Tiwari LLC,2017-10-19,2017-11-01,Basic,6,6,,23948.28
CL-31945,"Oommen, Nayar and Gupta",2024-11-15,2025-05-01,Enterprise,92,89,4.0,1329571.64
CL-59713,More-Bhandari,2014-01-20,2016-07-01,Enterprise,48,49,,736236.86
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2021-03-01,Pro,29,30,,241355.4
CL-20694,Bumb Ltd,2016-08-29,2017-01-01,Pro,17,15,,120498.13
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2024-11-01,Basic,6,6,0.0,24149.99
